,CPU/IteratorGetNext,CPU/StringToHashBucketFast,GPU/MatMul,GPU/Unique,GPU/Mul,GPU/ConcatV2,GPU/RealDiv,GPU/Add,GPU/GatherV2,GPU/ApplyAdam,GPU/Cast,GPU/DynamicStitch,GPU/Select,GPU/BiasAdd,GPU/Tile,GPU/Sub,GPU/Shape,GPU/LeakyRelu,GPU/BiasAddGrad,GPU/Mean,GPU/AddN,GPU/LeakyReluGrad,GPU/Sum,GPU/Reshape,GPU/RandomUniform,GPU/Slice,GPU/Neg,GPU/Floor,GPU/Const,GPU/ZerosLike,CPU/StridedSlice,GPU/UnsortedSegmentSum,GPU/ScatterAdd,GPU/Sqrt,GPU/VariableV2,GPU/Assign,GPU/AssignSub,GPU/ExpandDims,GPU/NoOp,GPU/BroadcastGradientArgs,GPU/GreaterEqual,GPU/Maximum,GPU/Exp,GPU/Log1p,GPU/Reciprocal,GPU/MEMCPYHtoD,MEMCPY/MEMCPYHtoD,GPU/FloorDiv,GPU/Size,GPU/Transpose,GPU/Identity,CPU/Size,GPU/Fill,GPU/StridedSlice,GPU/ShapeN,GPU/Snapshot,GPU/Pack,GPU/AssignAdd,CPU/IteratorV2,GPU/ConcatOffset,MEMCPY/MEMCPYDtoH,GPU/MEMCPYDtoH,CPU/Const,MEMCPY/ConcatV2,MEMCPY/Assign,CPU/NoOp,CPU/_Arg,CPU/_Retval,MEMCPY/Snapshot
ratio,0.2790363335366385,0.07475821207632656,0.06669861462054544,0.03557114228456914,0.03136708199006709,0.06083906944323429,0.015160756295199094,0.0507754639714211,0.011152740263134965,0.010564607475821207,0.008647730243094886,0.04916354448026488,0.010433911300862594,0.006600156835409951,0.008364555197351225,0.008734861026400626,0.0456783131480352,0.04471987453167204,0.015836019865818594,0.006425895268798466,0.0057070663065260955,0.0055981528273939185,0.006665504922889256,0.00544567395660887,0.0463535767186547,0.005227846998344515,0.005423891260782435,0.004269408381981354,0.00544567395660887,0.004683279602683628,0.004748627690162935,0.0036159275071882897,0.0034416659405768057,0.0037466236821469025,0.004574366123551451,0.0036594928988411607,0.0027446196741308703,0.001960442624379193,0.0012851790537596933,0.002439661932560774,0.002679271586651564,0.00226540036594929,0.0017208329702884028,0.001546571403676919,0.0022000522784699833,0.0015247887078504835,0.0015247887078504835,0.0022436176701228546,0.0011544828788010804,0.0021129214951642415,0.0017208329702884028,0.0008495251372309837,0.0007188289622723709,0.0011980482704539513,0.0014158752287183063,0.0014376579245447417,0.0009148732247102902,0.0007406116580988063,0.0009366559205367256,0.0006099154831401935,0.0005663500914873225,0.0005663500914873225,0.0006534808747930644,0.0003920885248758386,0.00017426156661148382,0.00023960965409079027,0.00017426156661148382,0.0001089134791321774,4.3565391652870956e-05
ratio,0.30579216354344124,0.10618966496308915,0.08577828254148527,0.04460849264937851,0.05773234904410373,0.034292384377563254,0.023029844154205312,0.0173828001766673,0.01485898163922014,0.01725660924979494,0.01375481102908701,0.014543504322039245,0.012335163101772982,0.015206006688119124,0.011704208467411194,0.011735756199129282,0.010600037857278062,0.013944097419395545,0.009653605905735378,0.009937535491198184,0.0089911035396555,0.008423244368729889,0.008013123856394725,0.009653605905735378,0.0053631143920752095,0.008580983027320336,0.00653038046564452,0.007287526026878668,0.009590510442299199,0.004416682440532525,0.00596252129471891,0.006593475929080699,0.004700612025995331,0.005710139440974194,0.0073821692220329355,0.006183355416745536,0.004006561928197362,0.0037226323427345573,0.0017666729762130103,0.003943466464761184,0.0021767934885481735,0.0035648936841441103,0.003501798220707931,0.0025238185374471577,0.0027131049277556944,0.0022398889519843522,0.0022398889519843522,0.003091677708372768,0.0018297684396491893,0.0017035775127768314,0.00296548678150041,0.0018297684396491893,0.0012619092687235788,0.0016720297810587418,0.001009527414978863,0.0008833364881065052,0.0009779796832607736,0.0011672660735693103,0.001135718341851221,0.0007886932929522367,0.0006940500977979683,0.0006940500977979683,0.0007886932929522367,0.0004101205123351631,0.00025238185374471575,0.00034702504889898414,0.0001892863903085368,0.0001892863903085368,
ratio,0.31235923423423423,0.12278293918918919,0.09177927927927929,0.04849380630630631,0.04613597972972973,0.03156672297297297,0.021396396396396396,0.01756052927927928,0.01833474099099099,0.01463963963963964,0.012844876126126127,0.01467483108108108,0.015484234234234234,0.011789132882882882,0.011050112612612613,0.011366835585585586,0.011120495495495495,0.010803772522522523,0.009325731981981982,0.008586711711711712,0.00950168918918919,0.00805884009009009,0.007671734234234234,0.008234797297297296,0.006440033783783784,0.0070030968468468464,0.005349099099099099,0.005243524774774775,0.006440033783783784,0.004469313063063063,0.0045396959459459455,0.005102759009009009,0.005032376126126126,0.005137950450450451,0.005349099099099099,0.00439893018018018,0.004328547297297297,0.005736204954954955,0.0026041666666666665,0.0033079954954954955,0.002815315315315315,0.003343186936936937,0.002146677927927928,0.002533783783783784,0.005032376126126126,0.002463400900900901,0.002463400900900901,0.002181869369369369,0.002181869369369369,0.0016539977477477478,0.0024282094594594594,0.0017243806306306306,0.0020411036036036036,0.001442849099099099,0.0014780405405405406,0.0009149774774774775,0.0010909346846846846,0.0010205518018018018,0.0007742117117117117,0.0011261261261261261,0.0007038288288288288,0.0007038288288288288,0.00045748873873873873,0.0004926801801801801,0.000316722972972973,0.00014076576576576576,0.00014076576576576576,0.00014076576576576576,
ratio,0.32029444187617795,0.12143949361686995,0.08897265388855304,0.04903808541659258,0.04846911560755308,0.033142491376551335,0.023256640944489884,0.017886988371679527,0.016926851818925358,0.01500657871341702,0.013264108673233526,0.01265957825112905,0.013335229899363464,0.012303972120479357,0.011877244763699725,0.010205895949646172,0.009636926140606664,0.010561502080295864,0.009565804914476726,0.00793001671348814,0.00800113793961808,0.009601365527541695,0.007965577326553109,0.007609971195903418,0.006792077095409125,0.00704100138686391,0.00839230468333274,0.0047651221507058784,0.0055474556381352015,0.004587319085381032,0.0043739554069912165,0.005476334412005263,0.0050851676682906015,0.0049429252160307245,0.0043739554069912165,0.004445076633121155,0.004338394793926247,0.0028448490451975393,0.0024181216884179083,0.0030226521105223853,0.0023470004622879698,0.00280928843213257,0.0024536823014828777,0.0025248035276128162,0.0027381672060026313,0.0024892429145478468,0.0024892429145478468,0.0021691973969631237,0.0019913943316382772,0.0023825610753529392,0.0022047580100280927,0.0018847124924433697,0.002240318623093062,0.0014935457487287081,0.0009956971658191386,0.0011023790050140464,0.0018847124924433697,0.0012801820703388926,0.0008534547135592617,0.0010668183919490771,0.0007112122612993848,0.0007112122612993848,0.0004978485829095693,0.0006045304221044771,0.0002844849045197539,0.00014224245225987695,0.00014224245225987695,0.00010668183919490771,
ratio,0.3137658771026433,0.12988796304965203,0.084230565178042,0.05143088974190931,0.04384733015011079,0.03882283181974222,0.021127859438879005,0.013950004681209625,0.013481883718752925,0.013201011141278907,0.01557282401772618,0.01160939986892613,0.015510407889398621,0.013419467590425366,0.010142620853228474,0.010142620853228474,0.008363761195893018,0.01154698374059857,0.008301345067565458,0.010080204724900914,0.007240270885996942,0.007021814436850482,0.006990606372686703,0.007614767655962301,0.014043628873700965,0.0066161096027213435,0.006928190244359142,0.013950004681209625,0.005149330587023687,0.006085572511937085,0.004431545111256749,0.004587585432075649,0.004525169303748088,0.0048684580095496675,0.00408825640545517,0.00408825640545517,0.0038697999563087103,0.0031208064163779923,0.004899666073713447,0.0026526854539212935,0.0028711419030677528,0.003464095122179571,0.0031208064163779923,0.0022781886839559344,0.0025902693255937335,0.0020909402989732545,0.0020909402989732545,0.0021221483631370347,0.0016852354648441157,0.0016540274006803359,0.001591611272352776,0.0018724838498267952,0.0010298661174047373,0.0014043628873700964,0.0009986580532409574,0.0009674499890771776,0.0009362419249133976,0.0009362419249133976,0.001123490309896077,0.0006553693474393783,0.0006241612832755984,0.0006241612832755984,0.0006553693474393783,0.0005305370907842587,0.0003120806416377992,0.00024966451331023934,0.00018724838498267952,0.00012483225665511967,
ratio,0.3218349416678669,0.11518795909549186,0.09632003456718997,0.04835805847616304,0.04691775889384992,0.02632147486677229,0.026897594699697536,0.01479907820826732,0.021280426328676365,0.014871093187382976,0.012998703730375918,0.014366988333573383,0.013214748667722886,0.01166642661673628,0.011054299294253205,0.010154112055307503,0.01058620193000144,0.009361947285035288,0.008893849920783523,0.008281722598300446,0.010154112055307503,0.007741610254933026,0.00802967017139565,0.007561572807143886,0.007885640213164338,0.007561572807143886,0.008641797493878728,0.004788996111191128,0.006085265735272937,0.006337318162177733,0.004176868788708051,0.00511306351721158,0.005185078496327236,0.005077056027653752,0.004428921215612848,0.004464928705170675,0.004356906236497191,0.0032406740602045226,0.0029886216332997264,0.0032406740602045226,0.0022684718421431657,0.0030966441019732102,0.0024125018003744777,0.002160449373469682,0.002664554227279274,0.0026285467377214463,0.0026285467377214463,0.0019444044361227135,0.002880599164626242,0.002340486821258822,0.0017643669883335735,0.001080224686734841,0.0009722022180613568,0.001440299582313121,0.0011162321762926688,0.0009722022180613568,0.0010082097076191847,0.0010082097076191847,0.001080224686734841,0.0007561572807143886,0.0007561572807143886,0.0007561572807143886,0.0004680973642517644,0.0006481348120409045,0.00032406740602045227,0.00014402995823131211,0.00014402995823131211,0.00010802246867348409,
ratio,0.3030460366908965,0.13565247490481136,0.09027345102111457,0.047282796815507094,0.049601938386985116,0.036656282450674975,0.022256836275527863,0.018622360678435444,0.013291796469366563,0.014364832121841468,0.011664935964001385,0.011907234337140879,0.013984077535479405,0.009761163032191069,0.010834198684665975,0.009726548978885427,0.011941848390446522,0.008895811699550017,0.009068881966078227,0.00910349601938387,0.008757355486327448,0.008030460366908965,0.00661128418137764,0.007476635514018692,0.008895811699550017,0.0069920387677397024,0.008688127379716165,0.009657320872274144,0.005919003115264798,0.0053997923156801665,0.004984423676012461,0.004984423676012461,0.0048805815160955345,0.004776739356178609,0.004188300449982693,0.004465212876427829,0.004153686396677051,0.004465212876427829,0.001557632398753894,0.0029421945309795776,0.0029768085842852197,0.003426791277258567,0.0035998615437867775,0.002284527518172378,0.002215299411561094,0.002630668051228799,0.002630668051228799,0.003080650744202146,0.002215299411561094,0.001973001038421599,0.0019383869851159572,0.0019383869851159572,0.001903772931810315,0.0020422291450328833,0.0012461059190031153,0.0010038075458636206,0.001142263759086189,0.0013499480789200416,0.0006230529595015577,0.0009345794392523365,0.0007268951194184839,0.0007268951194184839,0.0004499826929733472,0.0004845967462789893,0.0002769124264451367,0.00017307026652821047,0.00013845621322256836,0.00010384215991692627,
ratio,0.3135757277110978,0.14064974833691177,0.08155291964379993,0.047305621062264616,0.04807996902608145,0.028334095948752244,0.022315300411812327,0.01492379712083348,0.018126781880257646,0.01569814508465031,0.01344549646263771,0.011016859667030376,0.011052057301749322,0.013515891732075605,0.011685614726690366,0.010488895146246173,0.01277674140297772,0.009784942451867234,0.009538559008834607,0.00915138502692619,0.008060258350638836,0.008236246524233572,0.007356305656259899,0.007849072542325156,0.006757945866037803,0.0072859103868220055,0.006194783710534652,0.0055612262855936085,0.0052444475731230865,0.007391503290978846,0.005420435746717821,0.005350040477279927,0.005138854668966245,0.004892471225933617,0.004188518531554679,0.004153320896835733,0.004188518531554679,0.004470099609306255,0.0029917989511104854,0.0035197634718946887,0.0031325894899862728,0.0039069374538031046,0.0031325894899862728,0.0023934391608883884,0.0015838935623526099,0.0024286367956073353,0.0024286367956073353,0.0021118580831368133,0.0028158107775157508,0.0016190911970715568,0.0017950793706662913,0.0017950793706662913,0.0013727077540389287,0.0014431030234768223,0.0020766604484178663,0.0009503361374115659,0.0010559290415684066,0.0011263243110063003,0.0007391503290978846,0.0012319172151631411,0.0007391503290978846,0.0007391503290978846,0.0007743479638168315,0.0005631621555031502,0.0002463834430326282,0.00017598817359473442,0.00017598817359473442,0.00017598817359473442,
ratio,0.312032182543608,0.13047779206647542,0.09005176905068091,0.04431694529627065,0.04820786757674679,0.03607346588848221,0.023048768424176476,0.016783724074257263,0.012464140864576121,0.013980941075609193,0.01315659313483035,0.01800375902660995,0.013486332311141887,0.01315659313483035,0.011211131994592278,0.013123619217199196,0.00966135786592805,0.008935931678042668,0.00886998384278036,0.009991097042239588,0.00797968806673921,0.008276453325419594,0.007056418373066904,0.007386157549378442,0.0045504006330992185,0.007485079302271903,0.006166122597025753,0.007584001055165364,0.005737461667820754,0.0045504006330992185,0.0049131137270419095,0.004880139809410756,0.004946087644673063,0.004847165891779602,0.004517426715468065,0.004352557127312296,0.004154713621525374,0.0039238961981072976,0.0055066442444026776,0.0030006265044349918,0.0022752003165496092,0.003165496092590761,0.003627130939426913,0.002604939492861147,0.0029017047515415306,0.0022092524812873018,0.0022092524812873018,0.002044382893131533,0.001747617634451149,0.0018135654697134566,0.0016816697991888416,0.0020114089755003794,0.0013849045405084578,0.0017805915520823028,0.0013189567052461504,0.0008573218584099977,0.0010551653641969203,0.0010221914465657666,0.0008573218584099977,0.0008573218584099977,0.0006924522702542289,0.0006924522702542289,0.0008573218584099977,0.0005605565997296139,0.00026379134104923007,0.0003297391763115376,0.00019784350578692255,0.00013189567052461504,
ratio,0.30800440104524823,0.1127767844863155,0.09379727685325265,0.04607344244258011,0.04858341356072067,0.03885297758217577,0.022761655893274654,0.014440929720808692,0.013065603080731673,0.016297620684912667,0.017329115664970432,0.012068491266675835,0.013306285242745151,0.008389492504469812,0.013581350570760556,0.010830697290606518,0.01045248246458534,0.007598679686425526,0.009249071654517948,0.008870856828496768,0.009799202310548755,0.00863017466648329,0.010865080456608445,0.008802090496492916,0.007667446018429377,0.008148810342456334,0.007014165864392794,0.01626323751891074,0.005432540228304222,0.006464035208361986,0.004332278916242608,0.005123091734286893,0.004916792738275341,0.004985559070279191,0.004366662082244533,0.004194746252234906,0.004125979920231055,0.0037133819282079493,0.0034383166001925457,0.003816531426213726,0.003747765094209875,0.0030257186081694403,0.002097373126117453,0.0026818869481501856,0.002613120616146335,0.002338055288130931,0.002338055288130931,0.002200522624123229,0.001959840462109751,0.0020629899601155273,0.0016160088020904964,0.0025099711181405583,0.0017879246321001237,0.0013065603080731675,0.0010314949800577637,0.0014097098060789437,0.0009627286480539128,0.0009971118140558383,0.0006188969880346583,0.0007908128180442855,0.000825195984046211,0.000825195984046211,0.00044698115802503094,0.0005845138220327327,0.00030944849401732914,0.0001719158300096273,0.0001719158300096273,0.00013753266400770182,
ratio,0.3075975508133763,0.10767725807035977,0.08778667439585522,0.051556103039744935,0.0499981884714322,0.03300605050541647,0.026955545088946053,0.015796529111264085,0.01510814825549799,0.01528930111227854,0.019238433390094564,0.014926995398717438,0.013260389116336365,0.011630013405311402,0.0126806999746386,0.011122785406325858,0.010217021122423101,0.012282163689721386,0.009746023694793667,0.008151878555124814,0.009275026267164234,0.009021412267671461,0.008369261983261477,0.007064961414441506,0.01007209883699866,0.007717111698851491,0.007789572841563712,0.005289663417992102,0.007101191985797616,0.004673743704938227,0.005180971703923771,0.0057244302742654254,0.0051085105612115505,0.005362124560704323,0.0066664251295242925,0.005253432846635991,0.0044563602768015655,0.003260751422049926,0.002934676279844933,0.003296981993406036,0.0035143654215426976,0.003260751422049926,0.0023187565667910585,0.0022462954240788377,0.00249990942357161,0.002427448280859389,0.002427448280859389,0.0027535234230643816,0.0018115285678055144,0.0019564508532299556,0.0023912177095032788,0.0019926814245860656,0.0013043005688199703,0.0014854534256005217,0.0011956088547516394,0.0016666062823810731,0.0011231477120394189,0.0011231477120394189,0.0007246114271222057,0.000760841998478316,0.0007246114271222057,0.0007246114271222057,0.0004709974276294337,0.0006159197130538749,0.00039853628491721315,0.00014492228542444115,0.00014492228542444115,0.00014492228542444115,
ratio,0.3000816210653323,0.13126796550622805,0.09382873771248093,0.05177614535647113,0.05269881826892367,0.029561020618190853,0.020405266333084923,0.023421697008410517,0.016182263387629084,0.015330565314595975,0.012030235281592675,0.009865502679300187,0.018453458249050713,0.010042939777848753,0.011072074949430426,0.010291351715816743,0.011746335923914972,0.008410518471201958,0.010042939777848753,0.006600660066006601,0.007700770077007701,0.007984669434685404,0.008481493310621384,0.00780723233613684,0.006494197806877462,0.008126619113524256,0.007416870719329997,0.0031228929344547358,0.005855424252102629,0.006068348770360907,0.005429575215586075,0.005819936832392917,0.005074701018488946,0.005039213598779233,0.004258490365165549,0.004293977784875262,0.004364952624294687,0.003868128748358707,0.0029099684161964586,0.0031228929344547358,0.0024131445402604777,0.003406792292132439,0.002626069058518755,0.002732531317647894,0.0020227829234536355,0.0024841193796799033,0.0024841193796799033,0.0024131445402604777,0.0024841193796799033,0.0020582703431633485,0.0015969338869370809,0.0016679087263565067,0.003761666489229568,0.001525959047517655,0.0011001100110011,0.001987295503743923,0.0011710848504205259,0.0010646225912913873,0.0005323112956456936,0.000745235813903971,0.0007807232336136839,0.0007807232336136839,0.0004968238759359807,0.0005323112956456936,0.00028389935767770327,0.00017743709854856453,0.00014194967883885163,0.00014194967883885163,3.548741970971291e-05
ratio,0.33696748172422486,0.09610536929669776,0.09897277539702545,0.041687673304764306,0.04635114696244013,0.027067053188807665,0.02785480211746912,0.016259137887572474,0.018559364759263928,0.014084950844466851,0.016448197630451224,0.008728258129568943,0.011690194101336022,0.011658684144189564,0.012414923115704562,0.01449458028737081,0.011186034786992689,0.008413158558104362,0.009673556843962693,0.009295437358205193,0.008696748172422485,0.008350138643811445,0.008098058986639779,0.009516007058230401,0.005356692714897908,0.007845979329468112,0.008318628686664987,0.00422233425762541,0.005734812200655407,0.006207461557852281,0.006491051172170406,0.004663473657675826,0.004726493571968742,0.004631963700529367,0.004978573229140408,0.004789513486261659,0.003938744643307285,0.003686664986135619,0.005829342072094782,0.0036236450718427024,0.0024577766574237457,0.003150995714645828,0.003150995714645828,0.0022056970002520796,0.002804386186034787,0.0020796571716662467,0.0020796571716662467,0.0022056970002520796,0.003371565414671036,0.0018275775144945803,0.0019851273002268717,0.0015439879001764559,0.0020481472145197884,0.001575497857322914,0.0012919082430047895,0.0009452987143937484,0.0008192588858079153,0.0010713385429795815,0.0009768086715402067,0.0010398285858331234,0.0006617091000756239,0.0006617091000756239,0.0009137887572472902,0.0005041593143433325,0.0002835896143181245,0.00034660952861104106,0.00025207965717166626,0.00012603982858583313,
ratio,0.30716381593072356,0.12366707221069205,0.09106848922922779,0.04902311600944679,0.04283260573964073,0.036427395691691115,0.023008659557718456,0.014528018321047735,0.01567308380448007,0.014814284691905818,0.016460316324339797,0.013490302726687182,0.012881986688613754,0.01252415372504115,0.012130537465111287,0.011092821870750733,0.011235955056179775,0.009661490016460316,0.009303657052887711,0.01077077220353539,0.008552207829385244,0.008695341014814284,0.012917769984971015,0.007264009160523868,0.0056179775280898875,0.006834609604236742,0.0069419594933085235,0.00422242897015673,0.0055464109353753665,0.008051241680383597,0.004616045230086596,0.005188577971802762,0.005224361268160023,0.005152794675445502,0.004544478637372075,0.004580261933729336,0.0044013454519430326,0.0030057968940098764,0.003542546339368783,0.002970013597652616,0.0036856795247978244,0.0030415801903671364,0.002898447004938095,0.002898447004938095,0.002755313819509053,0.0025406140413654905,0.0025406140413654905,0.002111214485078365,0.002683747226794532,0.0016102483360767193,0.0026121806340800116,0.002970013597652616,0.0011808487797895942,0.0015028984470049382,0.0015386817433621985,0.0009661490016460316,0.001001932298003292,0.0010377155943605526,0.0006440993344306878,0.0007156659271452086,0.0008230158162169899,0.0008230158162169899,0.0004651828526443856,0.0005367494453589064,0.000250483074500823,0.00021469977814356258,0.00017891648178630214,0.00014313318542904174,
ratio,0.29682217714672077,0.13319810682893848,0.09416035016547454,0.04825451051564001,0.048717127504359276,0.029465143589196115,0.02476780185758514,0.018504679548770508,0.015195188783317319,0.014483470339133839,0.01387850966157788,0.01601366499412832,0.01476815771680723,0.008825308707875165,0.010391089285078823,0.009181167929966904,0.010141987829614604,0.009608198996476993,0.009003238318921036,0.01142308102914487,0.008647379096829295,0.008220348030319206,0.007188356286253158,0.007971246574854988,0.009679370840895343,0.00729511405288068,0.007615387352763247,0.007935660652645813,0.005195544642539411,0.007152770364043984,0.004519412120565104,0.005231130564748585,0.004982029109284367,0.004875271342656845,0.004199138820682538,0.004341482509519234,0.004234724742891712,0.004661755809401801,0.00395003736521832,0.0034162485320807087,0.003914451443009145,0.003487420376499057,0.0019572257215045726,0.0019572257215045726,0.002918045621152272,0.0024554286324330096,0.0024554286324330096,0.0023486708658054874,0.002099569410341269,0.0019216397992953987,0.0016369524216220063,0.002099569410341269,0.0012099213551119178,0.0017437101882495285,0.0012099213551119178,0.0011387495106935696,0.0011387495106935696,0.001459022810576136,0.0007828902886018291,0.0008896480552293513,0.0007473043663926551,0.0007473043663926551,0.0004982029109284367,0.0004270310665100886,0.00024910145546421837,0.0001423436888366962,0.0001423436888366962,0.00010675776662752215,
ratio,0.29424384567833894,0.13061343223882768,0.0874150030907967,0.04945274717283008,0.05283444238391331,0.033744227482636995,0.022835533253336242,0.016108505145267446,0.01367223010072361,0.015344896549216391,0.01807207010654158,0.015272171921021054,0.014872186465946693,0.012654085305988874,0.010654158030617068,0.011854114395840151,0.009890549434566015,0.009381477037198648,0.009199665466710302,0.010035998690956692,0.009454201665393985,0.008726955383440602,0.008181520671975565,0.007236100505436166,0.011854114395840151,0.007308825133631504,0.006763390422166467,0.006763390422166467,0.005127086287771354,0.006217955710701429,0.004654376204501654,0.005272535544162031,0.005236173230064361,0.004872550089087669,0.004327115377622632,0.004363477691720301,0.004399840005817971,0.0035635067815715793,0.001018144794734737,0.003308970582887895,0.004181666121231956,0.00309079669830188,0.002763535871422857,0.0023999127304461655,0.0022181011599578197,0.0025817243009345113,0.0025817243009345113,0.0019999272753718047,0.0024362750445438347,0.001636304134395113,0.0021453765317624813,0.0017453910766881205,0.002290825788153158,0.001454492563906767,0.001272680993418421,0.0016726664484927821,0.0010908694229300752,0.001018144794734737,0.0006908839678557143,0.0006545216537580451,0.0007636085960510527,0.0007636085960510527,0.0005090723973673685,0.0004727100832696993,0.00032726082687902256,0.0001454492563906767,0.0001454492563906767,0.0001454492563906767,
