,MEMCPYHtoD,SparseToDense,IteratorGetNext,MatMul,SoftmaxCrossEntropyWithLogits,Unique,LogUniformCandidateSampler,ConcatV2,Add,Mul,ComputeAccidentalHits,Sub,Slice,ZerosLike,GatherV2,UnsortedSegmentSum,AddN,RealDiv,Shape,Pad,ScatterAdd,Sqrt,Assign,Const,AssignSub,Log,Reshape,Cast,MEMCPYDtoH,NoOp,Snapshot,Mean,StridedSlice,Fill,BroadcastGradientArgs,VariableV2,Tile,Sum,Identity,AssignAdd,StopGradient,Pack,IteratorV2,ExpandDims,Size,ShapeN,ConcatOffset,_Retval
ratio,0.3910870361647564,0.21476422253624325,0.05465274506725284,0.0512639346836238,0.052349924111582145,0.048045219029674985,0.03904328256659863,0.024323546344271734,0.021392683309781755,0.021850630658920813,0.02111791490029832,0.009983252211231485,0.009525304862092427,0.0037028314230386767,0.0033103051237766265,0.0028785261945883708,0.0029177788245145758,0.0025906735751295338,0.0020934735960642698,0.0018448736065316375,0.0018317893965562359,0.0018317893965562359,0.0017271157167530224,0.0015308525671219972,0.0016224420369498089,0.0012953367875647669,0.0013084209975401685,0.0010467367980321349,0.0011252420578845449,0.0007196315486470927,0.0007850525985241011,0.0006280420788192808,0.0006934631286962894,0.000706547338671691,0.0008635578583765112,0.0005626210289422724,0.0004056105092374522,0.0004056105092374522,0.0003140210394096404,0.0003663578793112472,0.00032710524938504214,0.0002747684094834354,0.00023551577955723034,0.00019626314963102528,0.0001700947296802219,0.00013084209975401686,9.15894698278118e-05,6.542104987700843e-05
ratio,0.3849640713936178,0.2118628789244598,0.06276560125685735,0.05572153398408324,0.051819610065160844,0.044028639864012155,0.03871017590851727,0.024209956988693434,0.021080691271537846,0.022561619491590905,0.020385298889947716,0.009877147345919077,0.009516573518427898,0.0036572488216962424,0.0028845906199294305,0.0030391222602827927,0.002871712983233317,0.0028330800731449766,0.002214953511731527,0.0019187678677209158,0.0019316455044170295,0.0018801349576325753,0.0018930125943286888,0.0019316455044170295,0.0016869704071908723,0.0014680505833569424,0.001339274216395807,0.0014165400365724883,0.0011847425760424448,0.00041208437427563295,0.001068843845777423,0.0007726582017668118,0.0006696371081979035,0.0006825147448940171,0.0006310041981095629,0.0006825147448940171,0.0004893501944523141,0.00046359492106008704,0.00037345146418729235,0.00041208437427563295,0.0002961856440106112,0.0003090632807067247,0.0002961856440106112,0.00033481855409895174,0.00020604218713781648,0.00011589873026502176,7.726582017668117e-05,5.151054678445412e-05
ratio,0.39337925957088765,0.2117164493058477,0.05918700042069836,0.05171960454354228,0.05227177114009255,0.04295067311737484,0.03925641564997896,0.024900084139671857,0.021218973496003365,0.02221813209928481,0.02069310054690787,0.010044173327724022,0.009544594026083299,0.003720551114850652,0.0030763567522086666,0.0029843289861169542,0.002866007572570467,0.00264251156920488,0.002392721918384518,0.001958876735380732,0.0018537021455616322,0.0018405553218342448,0.00176167437946992,0.0015250315523769457,0.0016302061421960454,0.001393563315103071,0.001275241901556584,0.0009860117795540597,0.0010780395456457719,0.0009202776609171224,0.0007756625999158604,0.0006573411863693731,0.0007493689524610854,0.0006573411863693731,0.0006310475389145982,0.0005784602440050484,0.00042069835927639884,0.00040755153554901136,0.0003023769457299117,0.0003155237694572991,0.0003155237694572991,0.00027608329827513673,0.00021034917963819942,0.00022349600336558686,0.0001840555321834245,0.00011832141354648717,9.202776609171225e-05,7.888094236432477e-05
ratio,0.39374686948039966,0.21663195634408036,0.05289589539451137,0.05178868004112514,0.052381831123296335,0.04341865921493159,0.039002978936546015,0.024688266153481138,0.021327076687844358,0.021867503229378114,0.020457121767326603,0.009925394774998023,0.009727677747607624,0.0037170801149394987,0.0035720876281865395,0.002899849735059183,0.0028734874647404637,0.0026757704373500646,0.002043075949700788,0.0020167136793820682,0.001911264598107189,0.0018321777871510294,0.0018717211926291093,0.0015158305433263912,0.0016608230300793503,0.0019903514090633487,0.001370838056573432,0.0011467587588643133,0.0011072153533862336,0.000685419028286716,0.0008435926501990351,0.0007117812986054359,0.0006195133524899164,0.0006590567579679962,0.0006458756228086362,0.0005404265415337568,0.00044815859541823743,0.00043497746025887747,0.00039543405478079775,0.000342709514143358,0.000342709514143358,0.00022407929770911872,0.0002768038383465584,0.00022407929770911872,0.00018453589223103894,0.00018453589223103894,9.226794611551947e-05,7.908681095615955e-05
ratio,0.3934655161056584,0.2154008299848495,0.05448916408668731,0.05156445556946183,0.052091430077070025,0.043857453395691984,0.03948356498254397,0.02463605823068309,0.02143468809696331,0.02284434490481523,0.020011856926421184,0.010012515644555695,0.009446018048876886,0.003688821553257361,0.0030696265068177325,0.0029247085172254793,0.003003754693366708,0.0027007443514919967,0.0022264672946446214,0.0019366313154601147,0.0018707595020090904,0.0018444107766286805,0.0017917133258678612,0.001620446610895198,0.0016336209735854027,0.0013701337197813057,0.0012779131809498715,0.0012515644555694619,0.001132995191357618,0.0007245899479612674,0.0008695079375535209,0.0006587181345102431,0.0006191950464396285,0.0006718924972004479,0.0006718924972004479,0.0005928463210592188,0.00043475396877676044,0.0004479283314669653,0.0003425334299453264,0.00035570779263553124,0.0003030103418747118,0.000289835979184507,0.00018444107766286806,0.0002371385284236875,0.00019761544035307293,0.0001449179895922535,0.00010539490152163889,6.58718134510243e-05
ratio,0.3905569861831871,0.21599717650749664,0.05316270375550646,0.053777074809479616,0.051933961647560166,0.04571182076051294,0.03941124952614999,0.024509483536162925,0.02134612619442883,0.021751349655560057,0.02071868341590306,0.009999869282754474,0.009529287198860146,0.003673154599286284,0.0031764290662867154,0.002941138024339551,0.002836564227918589,0.002522842838655704,0.002718918706945007,0.0019084717846825532,0.001830041437366832,0.002130691102077097,0.001777754539156351,0.001555535221761807,0.0016208938445249081,0.001320244179814643,0.0012810290061567823,0.0011241683115253396,0.001098024862420099,0.0007843034731572136,0.0008365903713676945,0.0007712317486045934,0.000627442778525771,0.0006012993294205305,0.0006797296767362518,0.000627442778525771,0.0004313669102364675,0.0004313669102364675,0.0003790800120259866,0.00035293656292074613,0.000287577940157645,0.0003137213892628855,0.00020914759284192363,0.0002614344910524045,0.00020914759284192363,0.00011764552097358204,0.00010457379642096182,5.228689821048091e-05
ratio,0.3928881636090859,0.2142499934198405,0.054589003237438476,0.05399678888216251,0.05232542836838365,0.042981601874029426,0.03908614744821415,0.02463611717948043,0.021293396151922724,0.02181980891216803,0.020135288079383043,0.009988682125654727,0.00947542968441555,0.0037638512357539545,0.003513805174637433,0.0030926749664411867,0.0029215908193614614,0.0027636669912878688,0.0022240939120364276,0.001947727212907641,0.0019082462558892427,0.0019214065748953755,0.001947727212907641,0.0015529176427236597,0.0016187192377543232,0.0015002763666991288,0.0014607954096807307,0.0011844287105519438,0.001079146158502882,0.0007896191403679626,0.000947542968441555,0.0006843365883189009,0.00063169531229437,0.0006580159503066354,0.0006843365883189009,0.0005922143552759719,0.0004211302081962467,0.00048693180322691024,0.00034216829415945044,0.0003290079751533177,0.0002763666991287869,0.0003026873371410523,0.00019740478509199064,0.00023688574211038876,0.0002895270181349196,0.00011844287105519438,9.212223304292896e-05,5.2641276024530834e-05
ratio,0.3902018195127052,0.21415873679807593,0.05759175990797867,0.053644253895221164,0.05220642057931611,0.04394541461884346,0.03862543134999477,0.02448238000627418,0.02122764822754366,0.02300533305448081,0.020247307330335668,0.00996026351563317,0.009502771096936109,0.003620725713688173,0.0029410226916239675,0.0029410226916239675,0.002914880267698421,0.002679598452368504,0.0022351772456342153,0.0021698211858203493,0.001869183310676566,0.001882254522639339,0.0018299696747882464,0.0015816166474955558,0.0016339014953466486,0.0014770469517933703,0.0011764090766495869,0.0011633378646868139,0.0010979818048729478,0.00048363484262260796,0.0008365575656174841,0.00090191362543135,0.0006797030220642057,0.0006404893861758862,0.000627418174213113,0.0006666318101014327,0.00041827878280874205,0.0004967060545853811,0.0003659939349576493,0.0003267802990693297,0.0003137090871065565,0.00028756666318101017,0.00023528181532991738,0.0002222106033671442,0.00018299696747882464,0.00011764090766495869,9.149848373941232e-05,9.149848373941232e-05
ratio,0.39262159392490215,0.2158604198964711,0.054694274377906825,0.051672491263105344,0.05214546601150905,0.04301442572982631,0.039861260740468245,0.025054523477940984,0.021297001865622618,0.02196704942586121,0.020732059805029297,0.009853640591743963,0.009538324092808156,0.003678692487584413,0.0029298158026118716,0.002890401240244896,0.0029298158026118716,0.0026933284284100167,0.0022072154925506476,0.001891898993614841,0.0018656226187035237,0.0019313135559818168,0.0020758336179940613,0.0016291352445016686,0.0016291352445016686,0.0017999316814252305,0.0012481278082875687,0.0011561604960979583,0.001129884121186641,0.000788291247339517,0.0008408439971621515,0.0006963239351499067,0.0007357384975168826,0.0006831857476942481,0.0006306329978716137,0.0006043566229602964,0.00042042199858107577,0.0003941456236697585,0.0003941456236697585,0.0003284546863914654,0.0003021783114801482,0.0002890401240244896,0.00021021099929053789,0.00021021099929053789,0.00018393462437922065,0.00011824368710092756,0.00010510549964526894,6.569093727829308e-05
ratio,0.3909071873527718,0.21423336648693922,0.06027849028948333,0.05181123383761713,0.05224310317751139,0.04295136889493797,0.03886824059048317,0.024616552373972676,0.02137098884991886,0.022208553630319844,0.020546511019211643,0.010024603465424279,0.009396429880123541,0.003664345914254306,0.002905302832015914,0.0029314767314034445,0.002879128932628383,0.00260430298905931,0.0022771292467151758,0.001910694655289745,0.0018452599068209182,0.001832172957127153,0.0018452599068209182,0.0015835209129456105,0.0016489556614144375,0.001321781919070303,0.0014003036172328953,0.0008637386797885149,0.0011254776736638224,0.0009946081767261688,0.0008113908810134534,0.000693608333769565,0.0006150866356069727,0.0006281735853007381,0.000588912736219442,0.000588912736219442,0.00043186933989425747,0.00043186933989425747,0.00037952154111919596,0.00031408679265036905,0.00026173899387530754,0.00027482594356907294,0.00020939119510024603,0.00020939119510024603,0.00018321729571271528,0.0001177825472438884,9.160864785635764e-05,7.852169816259226e-05
ratio,0.3858913152578142,0.21486018710349886,0.05829290576623644,0.053415861332372506,0.05205183307382481,0.04384192714030189,0.03902922366202983,0.024385222169319657,0.021078097051897414,0.023162744013074082,0.02071778770058293,0.009844166205556485,0.009393779516413377,0.0036030935131448573,0.0030111567216996307,0.002933947574989384,0.0028824748105158856,0.0027151883259770174,0.002226197063478787,0.0018787559032826756,0.0019817014322296715,0.0019302286677561735,0.001968833241111297,0.001968833241111297,0.0016342602720335602,0.0015570511253233134,0.0016213920809151857,0.0010423234805883336,0.001132400818416955,0.0015441829342049387,0.0008235642315759673,0.0007978278493392184,0.0007592232759840949,0.0007206187026289714,0.000682014129273848,0.0006948823203922225,0.0005147276447349796,0.00047612307137985614,0.0003989139246696092,0.00034744116019611124,0.00034744116019611124,0.00032170477795936226,0.0007463550848657204,0.0002573638223674898,0.00019302286677561734,0.0001286819111837449,0.0001158137200653704,7.720914671024694e-05
ratio,0.3896114050405275,0.21701112877583467,0.057807083843728006,0.05153900284083505,0.052242695926398915,0.04312074852094139,0.03900284083504913,0.02421225468477156,0.021188980687534206,0.022544241444916468,0.019599155568297322,0.010047173499439652,0.009604107482603144,0.0038051552034194273,0.003023273997237353,0.002905991816310042,0.0029581172300555134,0.0032187442987828717,0.002254424144491647,0.0019677343688915532,0.0018765148948369779,0.0019025776017097137,0.0018765148948369779,0.0017592327139096667,0.0016289191795459876,0.0013031353436367902,0.0014334488780004691,0.0011988845161458469,0.0011467591024003753,0.000390940603091037,0.0008861320336730173,0.0007427871458729703,0.0006515676718183951,0.0007036930855638667,0.0007036930855638667,0.0006255049649456592,0.0004560973702728765,0.0005733795512001877,0.00036487789621830123,0.00035184654278193334,0.0002866897756000938,0.00036487789621830123,0.00033881518934556545,0.0002866897756000938,0.00018243894810915061,0.00013031353436367902,9.121947405457531e-05,7.81881206182074e-05
ratio,0.38331197128941297,0.21298385029479622,0.05944629582158421,0.05533196616252243,0.051576518841322735,0.04769289925660087,0.038233786208664446,0.02471161240707511,0.02087926172776211,0.022596770058959242,0.02240451166367598,0.009920533196616252,0.00924122019994873,0.0036272750576775187,0.002858241476544476,0.0029479620610099976,0.002832607023840041,0.002665983081261215,0.002191745706229172,0.001884132273775955,0.0018969495001281724,0.001961035631889259,0.0018713150474237376,0.0018713150474237376,0.0016277877467316072,0.0018456805947193028,0.001217636503460651,0.0013970776723916944,0.0011022814662906947,0.00042296846962317354,0.0008587541655985645,0.0007305819020763907,0.0006921302230197385,0.0007049474493719559,0.0005895924122019995,0.0006024096385542169,0.00043578569597539093,0.00039733401691873876,0.00042296846962317354,0.0003332478851576519,0.00029479620610099977,0.0003076134324532171,0.00042296846962317354,0.00021789284798769546,0.00017944116893104333,0.00011535503716995643,8.972058446552166e-05,5.126890540886952e-05
ratio,0.3894063546239725,0.21881635683858108,0.05346325703789586,0.053293904615504865,0.0514570821880333,0.044461524432343705,0.038716569180464545,0.02455610124669437,0.02131235100243607,0.022289384208537967,0.020817320844677776,0.009952711592824667,0.009483735653895757,0.0036736448549431365,0.0029310996183056943,0.0029310996183056943,0.0029050453994763103,0.0027487200865000064,0.0022797441475710953,0.001967093521618488,0.0018498495368862603,0.0019019579745450281,0.0017716868803981085,0.0017456326615687245,0.0016414157862511887,0.0013287651602985812,0.0012766567226398134,0.0012245482849810455,0.0011203314096635097,0.0011594127379075856,0.0008988705496137462,0.0006904367989786747,0.0006643825801492906,0.0006904367989786747,0.0006253012519052148,0.0006643825801492906,0.0004559488295142191,0.0004038403918554512,0.00036475906361137526,0.0003517319541966833,0.00032567773536729935,0.0002735692977085315,0.00041686750127014314,0.00022146086004976357,0.0001954066412203796,0.00011724398473222777,9.118976590284382e-05,6.513554707345988e-05
ratio,0.38781199351701784,0.2140291734197731,0.06280713128038898,0.05183792544570502,0.05222690437601297,0.0432933549432739,0.03879416531604538,0.024505672609400325,0.021251215559157214,0.022145867098865478,0.020576985413290113,0.010009724473257698,0.009322528363047002,0.0036952998379254456,0.002580226904376013,0.002891410048622366,0.002891410048622366,0.0027228525121555914,0.0023079416531604537,0.001893030794165316,0.0019189627228525122,0.001893030794165316,0.0017893030794165316,0.0017115072933549433,0.001633711507293355,0.001179902755267423,0.0013354943273905997,0.0014392220421393842,0.0011410048622366288,0.0004927066450567261,0.0007909238249594814,0.0008557536466774717,0.0006742301458670988,0.000687196110210697,0.0007390599675850891,0.0006094003241491086,0.0005575364667747164,0.00042787682333873583,0.0003760129659643436,0.00032414910858995135,0.00027228525121555914,0.00029821717990275527,0.00032414910858995135,0.00022042139384116695,0.000233387358184765,0.0001426256077795786,0.00024635332252836306,9.076175040518639e-05
ratio,0.38751166891401306,0.21652318224250597,0.05768333160460533,0.05315838605953739,0.05190073643812883,0.04292863810808008,0.03907789648376724,0.024413961207343637,0.021276319883829477,0.02248210766517996,0.02042059952287107,0.01024271341147184,0.00956850949071673,0.0038507416243128306,0.0034358469038481484,0.0029301939632818174,0.0029042630432527744,0.002644953842962348,0.0024375064827300073,0.0019059226221346333,0.0019059226221346333,0.0018799917021055908,0.001892957162120112,0.0017762680219894202,0.001646613421844207,0.001439166061611866,0.0013354423814956955,0.0011668914013069184,0.001115029561248833,0.0006353075407115444,0.0008946167410019707,0.0007519966808422363,0.0008168239809148429,0.000739031220827715,0.000739031220827715,0.000739031220827715,0.00045379110050824603,0.00045379110050824603,0.00038896380043563946,0.00038896380043563946,0.00028524012031946893,0.00028524012031946893,0.00023337828026138367,0.00023337828026138367,0.0001815164402032984,0.00014262006015973447,0.00011668914013069183,6.482730007260658e-05
ratio,0.39050613917196203,0.21862237242135205,0.05622463758660734,0.05155338665692402,0.0520622659481465,0.04110178890643145,0.039901355706624564,0.024674121530813293,0.021372930231344355,0.02212972507470087,0.02085100275316745,0.010138441263586425,0.00948603191586529,0.003666540534192774,0.0028445047560641448,0.0028575529430185675,0.0028966975038818357,0.0027009746995654955,0.002296480903978392,0.001891987108391289,0.001891987108391289,0.001813697986664753,0.002009420790981093,0.0016179751823484126,0.0016179751823484126,0.0015396860606218766,0.001357011443259959,0.0012395777606701549,0.001148240451989196,0.0006785057216299796,0.0008350839650830517,0.0007176502824932476,0.0006393611607667114,0.0006263129738122888,0.0007046020955388249,0.0006132647868578661,0.0004697347303592166,0.00040449379558710316,0.0003392528608149898,0.0003392528608149898,0.0003131564869061444,0.0003262046738605671,0.00026096373908845365,0.0002348673651796083,0.00019572280431634024,0.00011743368258980415,0.00010438549563538146,6.524093477211341e-05
ratio,0.38943584935146114,0.21668750325571703,0.0604391311142366,0.05411001719018597,0.05176590092201907,0.04096994322029484,0.039446267645986355,0.024014168880554253,0.021162160754284523,0.021409595249257698,0.020550085950929834,0.009988539876022296,0.009376465072667605,0.0036854716882846277,0.0028520081262697295,0.0028520081262697295,0.0028650309944262126,0.0027999166536437983,0.002174818982132625,0.0019013387508464864,0.0018883158826900036,0.001810178673751107,0.001692972860342762,0.0016539042558733135,0.001614835651403865,0.0011590352659269678,0.0013934468927436579,0.0010678751888315882,0.0011199666614575194,0.0009246236391102777,0.000781372089388967,0.0007423034849195186,0.0006250976715111736,0.0006902120122935875,0.0006250976715111736,0.0005599833307287597,0.00044277751732041463,0.0003776631765380007,0.0003255717039120696,0.00033859457206855236,0.00045580038547689744,0.00027348023128613845,0.0002604573631296557,0.00020836589050372454,0.00019534302234724176,0.00013022868156482785,0.00010418294525186227,5.2091472625931135e-05
ratio,0.39290414275938307,0.21612623045744064,0.05153445280833816,0.05420592725167132,0.0524688108648734,0.04357266936884771,0.03905879875769858,0.02460914881297047,0.021148076012001894,0.021977154287519084,0.020240037900721167,0.010120018950360583,0.009580460072643049,0.003724272253513713,0.0032768331841869767,0.0031978733484234355,0.0028688740327420118,0.002631994525451387,0.0023161551823972205,0.0018818760856977416,0.001855556140443228,0.0018818760856977416,0.0017634363320524293,0.0017239564141706585,0.0015923566878980893,0.0013291572353529505,0.0015528767700163184,0.0013159972627256936,0.0011317576459440963,0.001000157919671527,0.0009606780017897562,0.0006843185766173607,0.0006448386587355898,0.0008422382481444438,0.000618518713481076,0.0005921987682265621,0.00043427909669947886,0.0004474390693267358,0.00035531926093593724,0.00031583934305416645,0.0003026793704269095,0.00028951939779965256,0.00023687950729062482,0.0002237195346633679,0.00019739958940885404,0.00010527978101805548,9.211980839079855e-05,6.579986313628468e-05
ratio,0.393265833465169,0.21581500817381216,0.05389442598744924,0.05229921425934715,0.05273427200337499,0.04268839318673206,0.0394452354585245,0.02547065337763012,0.021607867953382903,0.022557084849443652,0.02036861256130359,0.010138163792648843,0.009492168960607499,0.003717766176237937,0.0031245056161999683,0.0029399356641881557,0.002887201392184781,0.0026103464641670624,0.002043453040130781,0.0019248009281231872,0.0018984337921214998,0.001937984496124031,0.0019116173601223434,0.001621578864103781,0.001621578864103781,0.001041501872066656,0.0012392553920793122,0.0009755840320624374,0.0011865211200759373,0.00047460844803037496,0.0007646469440489374,0.0006987291040447186,0.0005932605600379687,0.0006723619680430312,0.0006196276960396561,0.0005537098560354374,0.0004086906080261562,0.0004086906080261562,0.0003295892000210937,0.0003427727680219375,0.00025048779201603124,0.0005273427200337499,0.00023730422401518748,0.00021093708801349996,0.00018456995201181247,0.00011865211200759374,9.228497600590623e-05,5.273427200337499e-05
ratio,0.3953543744543506,0.2149263208021376,0.053744808063705386,0.05193259080928067,0.0526204396941718,0.04224979496812085,0.03984232387100188,0.02452445831900315,0.021601100558215826,0.022103759358713195,0.02066192227307601,0.01003994814677637,0.009550517209449985,0.003717029551046324,0.0029894970766422392,0.0028969020344453557,0.0029233577607873226,0.002645572634196672,0.0021825974232122544,0.001878356570279637,0.002063546654673404,0.001878356570279637,0.001838672980766687,0.0015079764014921029,0.0016534828963729199,0.0011905076853885024,0.0012037355485594856,0.0010714569168496521,0.0011640519590465357,0.0008201275166009683,0.0007672160639170349,0.0007275324744040847,0.0009259504219688351,0.0006481652953781846,0.0006084817058652346,0.0005952538426942512,0.0004497473478134342,0.0004232916214714675,0.00034392444244556733,0.0003042408529326173,0.00023810153707770046,0.00031746871610360063,0.00014550649488081696,0.0002513294002486838,0.00017196222122278367,0.00013227863170983358,0.00010582290536786688,6.613931585491679e-05
ratio,0.3933818697926249,0.2143927247877625,0.05359161037663942,0.05169921412989197,0.052592845690856045,0.04519410203169764,0.03929350540121429,0.02445659316109023,0.021552290587957,0.02193339816542697,0.02160485715036665,0.00997450521723132,0.00951454779614687,0.0036928010092779984,0.0029962940573501195,0.0029043025731332298,0.0029437274949404685,0.0027334612453018634,0.001997529371566746,0.0019055378873498567,0.002023812652771572,0.0019055378873498567,0.0017609798407233158,0.0016689883565064263,0.0016295634346991878,0.0012221725760243908,0.0013141640602412805,0.0010513312481930245,0.0011038978106026756,0.000604515467710989,0.0007884984361447683,0.0007227902331327043,0.0006307987489158147,0.0006439403895182274,0.0006439403895182274,0.0006307987489158147,0.0004468157804820354,0.00045995742108444817,0.00040739085867479694,0.00032854101506032014,0.00045995742108444817,0.0002628328120482561,0.00024969117144584327,0.0002102662496386049,0.00017084132783136646,0.00011827476542171525,9.199148421688964e-05,9.199148421688964e-05
ratio,0.3942362200572159,0.216405415738336,0.0517711890103226,0.05175800561612593,0.052127140653632685,0.043557934425797265,0.03933924828286291,0.024534296600002635,0.021568032905751915,0.022701804806665525,0.02098796356109844,0.010098479954649124,0.009676611340355688,0.003915468076410953,0.0029003467232673725,0.0030058138768407315,0.002926713511660712,0.0025971286567439654,0.0021357098598605196,0.001898408764320462,0.001898408764320462,0.0018193083991404427,0.0018061250049437728,0.0015951906977970547,0.001661107668780404,0.0014501733616336862,0.0013315228138636574,0.0009887545647502406,0.0011865054777002886,0.0009360209879635611,0.0007119032866201732,0.0007646368634068527,0.0006987198924235034,0.0006459863156368238,0.0006196195272434841,0.0006064361330468143,0.0004746021910801155,0.00043505200849010587,0.00034276824911341677,0.00034276824911341677,0.00027685127813006737,0.00029003467232673725,0.00029003467232673725,0.00022411770134338788,0.00018456751875337824,0.000105467153573359,0.000105467153573359,6.591697098334937e-05
ratio,0.3910457927276538,0.21566855286597506,0.05232893220161375,0.0563633029445667,0.05295766530441161,0.04202032903699046,0.040199622760138325,0.024546788221733208,0.021259038038352718,0.022306926543015825,0.020944671486953788,0.010033532432149219,0.009535785392434245,0.0037200041915540186,0.002920989206748402,0.002999580844598135,0.0028816933878235357,0.002672115686890915,0.002148171434559363,0.0018992979147018758,0.0019123965210101645,0.0018207062768521428,0.001807607670543854,0.0017421146390024101,0.0017028188200775437,0.0010871843235879702,0.001231268992979147,0.0011788745677459918,0.0013884522686786127,0.0006025358901812847,0.0008383108037304831,0.0007204233469558839,0.0006418317091061511,0.0006942261343393063,0.0006156344964895735,0.0006287331027978623,0.00041915540186524154,0.00040605679555695274,0.00035366237032379754,0.00034056376401550873,0.000261972126165776,0.0002750707324740648,0.00022267630724090957,0.00022267630724090957,0.00019647909462433197,0.00010478885046631039,9.169024415802158e-05,3.929581892486639e-05
ratio,0.38863163371488035,0.21553069719042664,0.05548907388137357,0.05345993756503642,0.052120187304890736,0.04306711758584807,0.03951612903225806,0.025078043704474504,0.021188865764828303,0.022840790842872008,0.02060353798126951,0.009937565036420395,0.009534339229968783,0.003759105098855359,0.0031477627471383973,0.002939646201873049,0.002848595213319459,0.0026534859521331945,0.0024713839750260145,0.001899063475546306,0.001860041623309053,0.0019120707596253902,0.0020681581685744015,0.0019640998959417275,0.0016519250780437046,0.0019380853277835587,0.001313735691987513,0.00109261186264308,0.00109261186264308,0.0005723204994797086,0.0008714880332986473,0.0007154006243496358,0.0007023933402705515,0.0006243496357960458,0.0008064516129032258,0.0008064516129032258,0.00044224765868886576,0.00044224765868886576,0.00044224765868886576,0.00037721123829344435,0.00027315296566077,0.0003121748178980229,0.0001951092611862643,0.0002861602497398543,0.0001951092611862643,0.00014308012486992716,9.105098855359001e-05,9.105098855359001e-05
ratio,0.39109693777528004,0.2154535830512462,0.05440905467044816,0.051494517271574766,0.0522002796910329,0.04535177028740214,0.03880386339576281,0.0245709879366905,0.021329708676956858,0.022414491655012872,0.020427901140982578,0.010024440291192347,0.009658489407028872,0.0036725785160691645,0.00326741860860246,0.002901467724438984,0.002927607073307804,0.002888398050004574,0.0022349143282840824,0.0019081724674238365,0.001934311816292656,0.001868963444120607,0.0018297544208173775,0.001868963444120607,0.0017513363742109184,0.001385385490047443,0.0015552912576947708,0.0012808280945721643,0.0011501313502280657,0.000405159907466705,0.000980225582580738,0.0007711107916301804,0.0009279468848430986,0.0006534837217204919,0.0006404140472860821,0.0007057624194581313,0.00044436893076993454,0.0005358566518108034,0.0004312992563355247,0.00035288120972906564,0.00032674186086024596,0.00030060251199142627,0.0001306967443440984,0.0002613934886881968,0.00019604511651614758,0.00011762706990968856,9.148772104086887e-05,6.53483721720492e-05
ratio,0.3916493457259762,0.21451821640064317,0.05632900636626273,0.05130920166803927,0.05198896688759036,0.044524621880596624,0.038929631227368394,0.024942154594297817,0.02122959070290338,0.021909355922454476,0.020432173810737676,0.0100657542125835,0.009425206217237277,0.003869432788213917,0.0030981607121847916,0.0028890021830921472,0.0030066538557067595,0.0026406264297946323,0.0022484541877459247,0.0018824267618337974,0.001856281945697217,0.001817064721492346,0.0017909199053557656,0.0016471234166045728,0.0016471234166045728,0.001803992313424056,0.0013203132148973161,0.0012418787664875747,0.0011765167261461233,0.001111154685804672,0.0009935030131900597,0.0006928376276193837,0.0006274755872779325,0.0006928376276193837,0.0006405479953462228,0.0007189824437559643,0.00043138946625357856,0.0004183170581852883,0.00033988260977554674,0.0005359687307999007,0.0002875929775023857,0.0002614481613658052,0.00031373779363896625,0.0002483757532975149,0.00020915852909264416,0.00011765167261461234,9.150685647803182e-05,7.843444840974156e-05
ratio,0.3921445157227754,0.21547483175252863,0.054258989596862005,0.05379983470423866,0.05243548873758642,0.04194051976333845,0.03997271308066695,0.02426961575294843,0.021462211552337098,0.022196859380534457,0.02138349928503024,0.009996457947971191,0.009419234654387553,0.0036338830073333597,0.003240321670799061,0.002886116467918192,0.0028598790454825718,0.002912353890353812,0.0022564183294633135,0.0019153318378002545,0.001797263436839965,0.0018366195704933948,0.0017579073031865349,0.0015742453461371955,0.0016529576134440554,0.0011282091647316567,0.0012200401432563264,0.0010757343198604169,0.001101971742296037,0.001364345966652236,0.0007871226730685977,0.000721529116979548,0.0006296981384548782,0.000682172983326118,0.0006034607160192583,0.0005509858711480185,0.00043291747018772876,0.00039356133653429886,0.00035420520288086897,0.0003148490692274391,0.00032796778044524903,0.0002886116467918192,0.00026237422435619926,0.00022301809070276936,0.00019678066826714943,0.0001049496897424797,9.183097852466973e-05,6.559355608904982e-05
ratio,0.39375164777221194,0.2155549696809913,0.05361191668863696,0.053954653308726605,0.05222778803058265,0.042472976535723704,0.03909833904561034,0.024492486158713418,0.021341945689427894,0.02185605061956235,0.021447403110993937,0.010005272871078302,0.009464803585552333,0.0036778275771157396,0.0030450830477194834,0.0028605325599789086,0.0031637226469812814,0.0025837068283680463,0.0022805167413656735,0.0019377801212760348,0.0018982335881887688,0.0019641444766675454,0.00175322963353546,0.0015818613234906407,0.001634590034273662,0.001094120748747693,0.0012259425257052465,0.0010809385710519378,0.0011073029264434485,0.0007645663063538097,0.0007645663063538097,0.0008436593725283417,0.0006195623517005009,0.0006854732401792776,0.000659108884787767,0.000580015818613235,0.0004086475085684155,0.0004086475085684155,0.00031637226469812815,0.00031637226469812815,0.00027682573161086214,0.0003295544423938835,0.00018455048774057475,0.00021091484313208542,0.0001713683100448194,0.00011863959926179805,9.227524387028737e-05,7.909306617453204e-05
