,GPU/MatMul,GPU/Mul,GPU/RandomUniform,GPU/ResourceApplyAdam,GPU/RealDiv,GPU/SparseSoftmaxCrossEntropyWithLogits,GPU/Sub,GPU/SegmentSum,GPU/Add,GPU/Floor,GPU/Const,GPU/Sum,GPU/Relu,GPU/Pack,GPU/ReluGrad,GPU/ReadVariableOp,GPU/Shape,GPU/BroadcastGradientArgs,GPU/Tile,GPU/Mean,GPU/AddN,GPU/Reshape,GPU/AssignAdd,GPU/GatherV2,GPU/VarHandleOp,GPU/unknown,GPU/NoOp,GPU/Snapshot,GPU/AssignVariableOp,GPU/Unpack,CPU/_Arg,GPU/VariableV2,GPU/MEMCPYHtoD,MEMCPY/MEMCPYHtoD,CPU/_Retval,CPU/NoOp,MEMCPY/Pack,MEMCPY/MEMCPYDtoH,GPU/MEMCPYDtoH
ratio,0.22524028416213956,0.09277058086084412,0.08023401587964897,0.0710405348934392,0.060593397409109906,0.06393648140409527,0.04471374843292938,0.0442958629335562,0.03134141245298788,0.023401587964897618,0.02423735896364396,0.022983702465524447,0.01713330547430004,0.01838696197241956,0.01880484747179273,0.01671541997492687,0.015879648976180525,0.01713330547430004,0.015879648976180525,0.011282908483075638,0.010029251984956121,0.010029251984956121,0.010447137484329294,0.010029251984956121,0.008775595486836606,0.006686167989970748,0.00459674049310489,0.004178854993731718,0.0037609694943585457,0.0029251984956122023,0.002089427496865859,0.002089427496865859,0.002089427496865859,0.002089427496865859,0.0008357709987463436,0.0008357709987463436,0.0008357709987463436,0.0008357709987463436,0.0008357709987463436
ratio,0.2111587982832618,0.09527896995708154,0.08197424892703863,0.0703862660944206,0.0648068669527897,0.0648068669527897,0.04463519313304721,0.04034334763948498,0.027896995708154508,0.026609442060085836,0.02575107296137339,0.02188841201716738,0.025321888412017168,0.019313304721030045,0.01888412017167382,0.017167381974248927,0.015021459227467811,0.014592274678111588,0.01630901287553648,0.011158798283261802,0.010300429184549357,0.01072961373390558,0.010300429184549357,0.01072961373390558,0.00815450643776824,0.007725321888412017,0.005150214592274678,0.0038626609442060085,0.0030042918454935624,0.002575107296137339,0.0017167381974248926,0.002575107296137339,0.002575107296137339,0.002575107296137339,0.0012875536480686696,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463,0.0008583690987124463
ratio,0.24903025601241272,0.08805275407292475,0.07990690457719161,0.061675717610550816,0.05896043444530644,0.05857253685027153,0.047323506594259115,0.04072924747866563,0.03374709076803724,0.03801396431342126,0.022885958107059737,0.02017067494181536,0.023273855702094646,0.017455391776570985,0.016679596586501165,0.015128006206361521,0.014352211016291699,0.012024825446082235,0.010861132660977503,0.009697439875872769,0.010861132660977503,0.01008533747090768,0.009697439875872769,0.009309542280837859,0.008145849495733127,0.0069821567106283944,0.003878975950349108,0.003878975950349108,0.0031031807602792862,0.0027152831652443757,0.0023273855702094647,0.001939487975174554,0.001939487975174554,0.001939487975174554,0.0011636927851047323,0.0011636927851047323,0.0007757951900698216,0.0007757951900698216,0.0007757951900698216
ratio,0.2174076865109269,0.08553127354935945,0.09269027882441598,0.05651846269781462,0.06217030896759608,0.05651846269781462,0.050489826676714394,0.03541823662396383,0.04031650339110776,0.038055764883195176,0.02185380557648832,0.019969856819894497,0.025244913338357197,0.01733232856066315,0.016578749058025623,0.0146948003014318,0.03730218538055765,0.01544837980406933,0.010550113036925395,0.009796533534287867,0.010550113036925395,0.008289374529012811,0.008666164280331574,0.009419743782969104,0.00640542577241899,0.006782215523737754,0.003391107761868877,0.0037678975131876413,0.0026375282592313487,0.002260738507912585,0.002260738507912585,0.0018839487565938207,0.0018839487565938207,0.0018839487565938207,0.0018839487565938207,0.0011303692539562924,0.0015071590052750565,0.0007535795026375283,0.0007535795026375283
ratio,0.21833897031191282,0.08981585869973695,0.08079669297256671,0.0552423900789177,0.06313416009019165,0.06050357008643367,0.0552423900789177,0.03795565576850808,0.04321683577602405,0.038331454340473504,0.02705749718151071,0.018789928598271326,0.024051108605787297,0.016535137166478767,0.017662532882375046,0.01503194287861706,0.015407741450582487,0.018789928598271326,0.010898158586997369,0.010522360015031942,0.009394964299135663,0.009019165727170236,0.009394964299135663,0.00977076287110109,0.008267568583239383,0.006764374295377677,0.004885381435550545,0.004133784291619692,0.0033821871476888386,0.002254791431792559,0.0026305900037579856,0.002254791431792559,0.002254791431792559,0.002254791431792559,0.0018789928598271326,0.001503194287861706,0.0011273957158962795,0.000751597143930853,0.000751597143930853
ratio,0.24081313526192338,0.09343236903831117,0.08717748240813135,0.05942142298670837,0.05746677091477717,0.05707584050039093,0.0418295543393276,0.03831118060985145,0.04222048475371384,0.02619233776387803,0.023455824863174355,0.020328381548084442,0.022673964034401875,0.017591868647380767,0.018764659890539485,0.01563721657544957,0.014073494917904612,0.017591868647380767,0.011727912431587178,0.0109460516028147,0.009773260359655981,0.009382329945269743,0.009382329945269743,0.01055512118842846,0.008600469116497263,0.007036747458952306,0.005863956215793589,0.004691164972634871,0.002736512900703675,0.0023455824863174357,0.0023455824863174357,0.001954652071931196,0.001954652071931196,0.001954652071931196,0.0011727912431587178,0.0011727912431587178,0.0007818608287724785,0.0007818608287724785,0.0007818608287724785
ratio,0.23423076923076924,0.08961538461538461,0.08346153846153846,0.05884615384615385,0.05653846153846154,0.05884615384615385,0.04692307692307692,0.04,0.038461538461538464,0.031153846153846153,0.022692307692307692,0.02076923076923077,0.021923076923076924,0.019230769230769232,0.018076923076923077,0.015384615384615385,0.016153846153846154,0.013846153846153847,0.011153846153846153,0.010384615384615384,0.009615384615384616,0.01,0.009615384615384616,0.009230769230769232,0.007307692307692308,0.006923076923076923,0.016923076923076923,0.0038461538461538464,0.003076923076923077,0.002307692307692308,0.0019230769230769232,0.002307692307692308,0.002307692307692308,0.002307692307692308,0.001153846153846154,0.0007692307692307692,0.001153846153846154,0.0007692307692307692,0.0007692307692307692
ratio,0.23950103950103951,0.09106029106029107,0.06403326403326404,0.06278586278586279,0.06153846153846154,0.06153846153846154,0.04365904365904366,0.03783783783783784,0.04074844074844075,0.03783783783783784,0.024532224532224534,0.020374220374220375,0.02494802494802495,0.01995841995841996,0.01787941787941788,0.016216216216216217,0.015384615384615385,0.013721413721413722,0.011642411642411643,0.010810810810810811,0.011226611226611227,0.009563409563409564,0.009563409563409564,0.010395010395010396,0.009147609147609148,0.007484407484407485,0.004158004158004158,0.004158004158004158,0.0029106029106029108,0.002494802494802495,0.002079002079002079,0.002494802494802495,0.0016632016632016633,0.0016632016632016633,0.0008316008316008316,0.0008316008316008316,0.0008316008316008316,0.0012474012474012475,0.0012474012474012475
ratio,0.23594548551959113,0.09497444633730835,0.0762350936967632,0.06260647359454855,0.06260647359454855,0.06303236797274275,0.0434412265758092,0.036626916524701875,0.028109028960817718,0.02512776831345826,0.02555366269165247,0.02129471890971039,0.017035775127768313,0.019165247018739354,0.018313458262350937,0.01746166950596252,0.014480408858603067,0.020868824531516183,0.01192504258943782,0.011073253833049404,0.011073253833049404,0.009369676320272573,0.009795570698466781,0.010647359454855196,0.008943781942078365,0.0068143100511073255,0.014480408858603067,0.0038330494037478705,0.0038330494037478705,0.002555366269165247,0.002129471890971039,0.002129471890971039,0.002129471890971039,0.002129471890971039,0.0012776831345826234,0.00042589437819420784,0.0008517887563884157,0.0008517887563884157,0.0008517887563884157
ratio,0.22459436379163109,0.0888129803586678,0.07045260461144322,0.06447480785653288,0.06618274978650726,0.06532877882152006,0.05081127241673783,0.0444064901793339,0.029035012809564473,0.024765157984628524,0.02433817250213493,0.024765157984628524,0.017933390264730998,0.027327070879590094,0.018787361229718188,0.016225448334756618,0.016225448334756618,0.014090520922288642,0.011955593509820665,0.011101622544833475,0.01067463706233988,0.011101622544833475,0.009393680614859094,0.01067463706233988,0.007685738684884714,0.007685738684884714,0.007685738684884714,0.004269854824935952,0.0029888983774551663,0.0025619128949615714,0.002134927412467976,0.0025619128949615714,0.002134927412467976,0.002134927412467976,0.0012809564474807857,0.0008539709649871904,0.0008539709649871904,0.0008539709649871904,0.0008539709649871904
ratio,0.22950819672131148,0.09180327868852459,0.0610655737704918,0.06393442622950819,0.06270491803278688,0.0610655737704918,0.04959016393442623,0.03770491803278689,0.03647540983606557,0.03647540983606557,0.022540983606557378,0.03401639344262295,0.023770491803278688,0.018442622950819672,0.01721311475409836,0.015163934426229509,0.015163934426229509,0.011885245901639344,0.011885245901639344,0.010655737704918032,0.010655737704918032,0.010655737704918032,0.009426229508196722,0.009836065573770493,0.00819672131147541,0.006557377049180328,0.010655737704918032,0.004098360655737705,0.0036885245901639345,0.0028688524590163933,0.0020491803278688526,0.001639344262295082,0.0020491803278688526,0.0020491803278688526,0.000819672131147541,0.0012295081967213116,0.000819672131147541,0.000819672131147541,0.000819672131147541
ratio,0.24638877424680147,0.09616178291374329,0.06066859265373504,0.0610813041683863,0.06190672719768882,0.06314486174164259,0.03962030540652084,0.04952538175815105,0.03549319026000825,0.03755674783326455,0.024349979364424266,0.01981015270326042,0.02311184482047049,0.018159306644655385,0.017746595130004126,0.015683037556747832,0.014444903012794058,0.012794056954189021,0.011968633924886504,0.011143210895583986,0.010317787866281469,0.010317787866281469,0.009079653322327692,0.009492364836978951,0.006603384234420141,0.007428807263722658,0.003714403631861329,0.004127115146512587,0.002888980602558811,0.002888980602558811,0.0020635575732562937,0.0020635575732562937,0.0016508460586050352,0.0016508460586050352,0.0012381345439537762,0.0012381345439537762,0.0008254230293025176,0.0008254230293025176,0.0008254230293025176
ratio,0.24097884695147243,0.09332227291580257,0.07009539610120281,0.06262961426793862,0.06014102032351721,0.06345914558274575,0.048942347573620905,0.03898797179593529,0.030692658647863958,0.02986312733305682,0.024471173786810452,0.02364164247200332,0.024471173786810452,0.01907922024056408,0.01907922024056408,0.016175860638739114,0.015761094981335544,0.014102032351721278,0.012028204064703443,0.010369141435089175,0.010369141435089175,0.009954375777685608,0.010369141435089175,0.009954375777685608,0.008710078805474907,0.007465781833264205,0.0037328909166321027,0.0037328909166321027,0.002903359601824969,0.002903359601824969,0.002073828287017835,0.002073828287017835,0.001244296972210701,0.001244296972210701,0.001244296972210701,0.0008295313148071339,0.001244296972210701,0.0008295313148071339,0.0008295313148071339
ratio,0.23558118899733807,0.09582963620230701,0.059006211180124224,0.06433007985803017,0.06610470275066549,0.06610470275066549,0.051907719609582965,0.034161490683229816,0.02839396628216504,0.030612244897959183,0.02883762200532387,0.02129547471162378,0.01730257320319432,0.02040816326530612,0.01774622892635315,0.019520851818988466,0.015084294587400177,0.013309671694764862,0.012866015971606033,0.011535048802129548,0.011091393078970719,0.01064773735581189,0.011535048802129548,0.011091393078970719,0.007985803016858917,0.007985803016858917,0.003992901508429458,0.0044365572315882874,0.00354924578527063,0.0026619343389529724,0.0022182786157941437,0.0022182786157941437,0.0022182786157941437,0.0022182786157941437,0.0013309671694764862,0.0013309671694764862,0.001774622892635315,0.0008873114463176575,0.0008873114463176575
ratio,0.22415940224159403,0.09339975093399751,0.08426733084267331,0.06102117061021171,0.06434205064342051,0.058115400581154004,0.062266500622665005,0.038190120381901206,0.027812370278123704,0.023661270236612703,0.023661270236612703,0.030303030303030304,0.017434620174346202,0.0178497301784973,0.016604400166044003,0.016604400166044003,0.0157741801577418,0.012453300124533,0.011623080116230802,0.014113740141137402,0.011623080116230802,0.009547530095475302,0.0091324200913242,0.009962640099626401,0.008717310087173101,0.007471980074719801,0.0049813200498132005,0.0049813200498132005,0.0033208800332088003,0.0024906600249066002,0.0020755500207555004,0.0020755500207555004,0.0024906600249066002,0.0024906600249066002,0.0012453300124533001,0.0008302200083022001,0.0012453300124533001,0.0008302200083022001,0.0008302200083022001
